film,genre
7426,3
7427,6
7427,8
7427,10
7427,11
7428,2
7428,13
7429,6
7429,10
7430,6
7431,6
7432,6
7433,3
7434,8
7434,10
7435,6
7436,6
7477,2
7477,6
7477,8
7477,12
7477,16
7478,2
7478,6
7479,2
7479,5
7479,6
7480,2
7480,6
7480,13
7481,6
7481,8
7481,10
7482,2
7482,8
7482,9
7483,6
7484,1
7484,2
7508,1
7508,2
7508,4
7508,12
7508,17
7510,6
7512,6
7513,6
7513,15
7514,3
7514,18
7515,6
7516,6
7517,3
7518,2
7538,6
7539,6
7539,9
7539,11
7540,6
7542,6
7542,10
7562,6
7562,13
7563,6
7563,18
7564,2
7564,11
7565,2
7565,13
7566,6
7591,6
7591,10
7591,11
7591,18
7592,6
7593,6
7593,7
7593,13
7594,1
7594,4
7594,17
7595,6
7596,3
7611,6
7611,10
7612,6
7612,13
7613,6
7614,6
7614,8
7614,11
7615,6
7615,10
7615,16
7616,6
7616,9
7616,10
7616,17
7617,2
7617,6
7617,12
7618,2
7618,6
7618,13
7620,2
7620,9
7620,11
7621,2
7622,3
7622,7
7656,6
7656,12
7657,2
7657,9
7657,17
7658,6
7658,9
7658,15
7658,18
7659,6
7659,9
7659,13
7660,2
7660,6
7661,2
7661,6
7662,6
7663,6
7698,9
7698,10
7699,2
7699,6
7699,13
7700,5
7700,8
7700,9
7700,10
7701,6
7703,6
7704,6
7767,2
7767,6
7770,2
7771,3
7774,3
7774,7
7815,2
7815,6
7815,13
7816,1
7816,4
7835,3
7835,15
7836,9
7836,10
7836,11
7855,2
7855,9
7855,11
7856,2
7856,6
7857,5
7857,8
7857,10
7859,1
7859,2
7860,6
7895,1
7895,19
7896,6
7896,14
7896,18
7897,1
7897,9
7897,12
7921,2
7922,1
7937,6
7966,6
7967,3
7967,12
7968,3
7968,8
7969,6
7970,6
7971,6
7971,11
7971,16
7972,3
7973,1
7973,5
7973,8
7975,6
7975,9
7975,10
7975,16
7976,1
7976,3
7978,3
8119,2
8119,6
8120,9
8120,10
8120,11
8120,13
8121,2
8121,6
8121,8
8122,8
8123,2
8123,6
8123,13
8123,18
8124,6
8124,10
8124,17
8154,2
8154,7
8154,17
8155,2
8155,4
8156,2
8157,1
8157,6
8158,2
8159,5
8159,6
8159,10
8196,6
8196,10
8196,16
8197,2
8197,9
8197,10
8197,13
8198,3
8198,6
8199,6
8199,10
8200,6
8200,9
8201,2
8201,9
8202,8
8202,10
8202,16
8203,2
8204,8
8204,9
8204,10
8205,10
8206,2
8206,6
8206,7
8207,2
8207,6
8207,13
8208,2
8208,11
8209,7
8267,6
8267,8
8268,1
8268,2
8268,18
8269,3
8269,7
8309,6
8357,6
8357,8
8357,18
8358,1
8358,2
8359,2
8359,9
8359,11
8380,2
8381,1
8382,6
8383,9
8383,12
8384,2
8384,13
8425,2
8425,9
8425,10
8425,11
8425,17
8426,6
8463,4
8463,6
8463,9
8463,17
8464,6
8464,10
8464,11
8464,16
8465,6
8465,13
8466,9
8466,11
8467,2
8467,11
8468,6
8468,17
8469,2
8469,7
8469,12
8469,13
8470,6
8472,1
8472,2
8473,6
8473,11
8525,6
8526,6
8527,13
8563,2
8563,13
8564,5
8564,9
8564,14
8566,6
8566,10
8596,2
8596,13
8597,6
8597,10
8597,13
8611,6
8611,10
8638,2
8638,9
8639,8
8639,10
8686,1
8686,2
8686,4
8687,2
8688,3
8689,15
8690,3
8691,4
8691,6
8692,3
8692,14
8730,8
8730,10
8730,11
8731,1
8731,4
8732,6
8732,9
8732,10
8732,12
8732,19
8733,6
8734,2
8734,9
8735,8
8735,10
8736,4
8738,6
8738,9
8740,3
8776,9
8776,11
8776,17
8777,6
8777,9
8777,10
8777,11
8777,13
8777,17
8778,8
8778,10
8780,1
8780,2
8857,1
8857,2
8857,15
8882,6
8882,10
8882,11
8882,16
8910,3
8911,6
8911,8
8911,10
8912,3
8912,11
8914,6
8914,8
8914,10
8943,6
8943,12
8943,13
8943,17
8944,6
8944,13
8945,6
8946,6
8946,10
8946,16
8947,6
8972,2
8973,6
8973,9
8973,18
8974,6
8975,2
8975,6
8976,2
8976,9
9003,4
9003,6
9003,12
9004,6
9004,13
9005,2
9005,5
9005,8
9005,9
9005,12
9006,6
9006,7
9006,13
9007,2
9007,13
9070,5
9070,8
9121,3
9121,7
9147,3
9147,7
9176,9
9176,12
9176,17
9177,2
9177,6
9177,13
9178,2
9178,6
9179,9
9179,10
9179,11
9180,6
9181,9
9181,10
9181,16
9184,2
9202,2
9202,10
9202,11
9203,2
9203,6
9203,7
9204,2
9204,7
9293,6
9294,6
9332,5
9332,9
9332,10
9333,1
9333,4
9334,5
9334,8
9334,9
9334,10
9335,1
9335,4
9347,2
9347,4
9348,1
9349,2
9349,13
9360,1
9360,6
9381,6
9382,1
9382,5
9410,14
9410,17
9411,1
9411,2
9411,4
9412,1
9412,6
9412,12
9413,2
9415,6
9415,17
9458,5
9458,9
9458,17
9459,1
9459,2
9459,4
9460,6
9460,8
9460,10
9487,1
9487,6
9487,16
9488,6
9488,13
9488,18
9489,6
9489,13
9491,6
9492,6
9492,11
9530,1
9530,4
9530,12
9530,17
9531,1
9531,4
9531,12
9531,17
9532,8
9532,10
9532,11
9534,1
9535,8
9536,9
9536,10
9536,13
9538,6
9540,5
9540,6
9540,13
9614,9
9614,12
9614,17
9615,2
9615,5
9615,10
9616,5
9616,8
9616,12
9617,2
9617,13
9618,3
9640,6
9640,10
9640,11
9640,16
9641,6
9641,15
9641,18
9642,6
9642,10
9643,2
9643,6
9643,8
9643,10
9644,8
9645,2
9645,13
9672,6
9672,10
9673,5
9673,13
9674,8
9674,10
9713,1
9713,4
9713,12
9714,8
9714,11
9715,2
9715,4
9715,7
9716,6
9717,2
9717,10
9717,12
9717,16
9718,2
9718,6
9719,2
9720,1
9721,2
9721,6
9722,6
9766,1
9766,6
9767,1
9767,9
9767,11
9768,3
9769,1
9769,15
9794,6
9794,13
9795,2
9795,13
9795,14
9813,6
9813,14
9814,3
9814,7
9815,8
9815,10
9815,16
9835,2
9836,2
9836,9
9836,10
9836,17
9837,2
9837,8
9838,8
9868,9
9868,10
9868,16
9891,6
9892,2
9892,7
9893,6
9893,9
9893,11
9918,2
9918,4
9919,6
9920,2
9920,6
9920,9
9921,2
9921,6
9922,2
9923,6
9924,2
9924,6
9924,9
9957,8
9957,10
9957,16
9958,3
9959,3
9975,6
9975,11
9975,14
9975,16
9976,8
9977,8
9977,10
9977,11
9977,16
9978,6
9979,2
9979,13
10003,6
10003,13
10004,6
10004,15
10005,3
10007,6
10007,9
10007,10
10020,2
10020,9
10020,13
10021,1
10021,5
10021,9
10021,11
10021,16
10022,8
10023,1
10023,9
10023,19
10024,2
10048,8
10049,6
10075,1
10075,4
10075,12
10075,17
10076,1
10076,2
10076,4
10076,9
10076,12
10076,17
10077,3
10095,2
10096,6
10096,13
10097,1
10097,2
10097,4
10097,9
10097,17
10098,6
10098,9
10098,10
10098,11
10099,6
10099,10
10099,11
10100,3
10100,7
10100,18
10101,1
10101,2
10130,3
10131,1
10131,9
10131,17
10132,1
10132,6
10132,12
10132,17
10133,2
10133,6
10133,13
10134,1
10134,6
10134,16
10136,1
10136,2
10136,9
10137,4
10164,6
10164,11
10164,14
10164,16
10165,2
10168,6
10169,6
10169,13
10170,6
10259,2
10259,9
10259,11
10260,1
10260,2
10260,4
10260,17
10261,1
10261,4
10261,17
10272,9
10272,10
10272,17
10273,2
10274,2
10274,6
10274,13
10275,6
10275,8
10275,10
10276,3
10296,9
10296,10
10296,11
10297,6
10297,13
10298,7
10298,8
10299,5
10299,9
10300,6
10300,8
10300,10
10317,6
10318,2
10319,2
10319,18
10344,2
10344,6
10344,13
10345,3
10346,6
10346,13
10347,3
10348,2
10348,6
10348,9
10351,10
10351,13
10375,9
10375,10
10375,13
10375,17
10376,5
10376,9
10376,17
10377,6
10401,6
10401,11
10401,14
10401,16
10402,6
10402,9
10402,17
10431,10
10431,11
10431,16
10432,4
10432,6
10433,3
10446,1
10446,2
10446,9
10446,13
10447,1
10447,8
10448,6
10451,2
10453,2
10490,6
10490,9
10490,10
10490,11
10491,2
10491,6
10492,6
10493,5
10493,6
10493,12
10493,16
10495,5
10495,9
10495,10
10526,8
10526,10
10527,6
10527,13
10528,2
10528,13
10529,2
10531,2
10531,13
10563,6
10563,10
10563,11
10564,2
10564,4
10564,13
10564,14
10565,2
10565,6
10566,2
10566,6
10567,8
10568,8
10568,10
10569,2
10569,6
10569,9
10569,10
10570,6
10571,4
10571,6
10571,7
10572,6
10606,6
10606,15
10607,2
10607,9
10607,19
10609,6
10609,7
10609,13
10631,2
10631,9
10632,2
10652,1
10652,2
10653,1
10653,2
10653,4
10653,16
10654,3
10654,6
10654,11
10655,6
10655,13
10680,6
10680,8
10680,10
10693,2
10694,5
10694,8
10694,9
10694,10
10718,2
10718,10
10719,6
10720,2
10720,13
10721,2
10721,4
10721,17
10723,1
10723,8
10745,2
10745,8
10746,6
10747,2
10748,6
10748,9
10748,10
10748,11
10749,2
10749,4
10749,6
10749,12
10749,13
10750,6
10750,17
10751,2
10751,7
10752,6
10752,9
10752,13
10798,1
10798,4
10798,6
10799,5
10799,8
10799,9
10799,10
10800,6
10800,13
10801,8
10801,9
10802,2
10804,1
10804,5
10804,9
10804,17
10834,1
10834,4
10834,12
10834,17
10835,3
10836,8
10845,3
10864,6
10864,10
10864,16
10865,6
10865,16
10865,17
10866,6
10867,2
10867,13
10896,6
10896,8
10896,10
10896,16
10897,2
10897,6
10898,2
10898,6
10898,11
10932,6
10932,9
10932,10
10932,11
10933,2
10933,8
10933,10
10934,6
10935,8
10935,10
10936,5
10936,9
10936,10
10937,2
10937,6
10937,13
10938,6
10938,9
10938,10
10974,2
10974,6
10974,13
10975,6
10976,6
10976,9
10976,10
10977,2
10977,6
10977,13
10980,11
11019,8
11019,9
11020,2
11020,6
11047,3
11062,3
11063,5
11063,8
11063,9
11063,10
11064,2
11064,6
11067,1
11096,6
11096,10
11096,11
11097,3
11133,6
11133,8
11133,10
11134,2
11134,9
11134,10
11135,3
11136,6
11136,9
11136,10
11137,6
11137,9
11137,10
11137,18
11138,9
11138,17
11139,2
11140,3
11141,6
11142,3
11143,3
11145,6
11147,3
11148,2
11149,3
11150,2
11150,6
11150,13
11260,2
11261,8
11261,10
11261,16
11262,6
11263,6
11263,10
11263,11
11296,6
11296,15
11296,16
11297,6
11298,2
11298,7
11298,14
11299,6
11299,17
11299,18
11300,2
11300,6
11300,11
11301,3
11302,2
11302,6
11303,6
11303,12
11304,6
11305,6
11305,18
11306,4
11306,6
11308,6
11308,10
11309,2
11309,6
11310,6
11310,18
11314,2
11378,6
11378,10
11378,17
11379,6
11379,10
11381,3
11382,8
11382,9
11383,6
11383,7
11384,6
11384,13
11384,18
11385,2
11386,6
11387,8
11387,10
11388,6
11389,3
11390,8
11392,3
11392,7
11392,18
11427,19
11428,3
11429,3
11430,6
11450,6
11450,18
11451,2
11451,6
11451,7
11452,10
11452,15
11453,6
11454,6
11455,6
11455,11
11477,6
11477,8
11477,10
11477,11
11479,2
11479,6
11479,8
11479,10
11479,17
11480,6
11481,2
11483,1
11483,2
11484,8
11484,10
11485,6
11485,17
11485,18
11486,3
11488,3
11489,6
11489,18
11520,6
11520,10
11520,11
11521,6
11522,1
11522,9
11522,12
11522,17
11523,13
11525,1
11525,5
11526,6
11528,6
11528,9
11528,15
11554,5
11554,8
11554,9
11554,17
11555,6
11555,9
11555,17
11556,6
11556,18
11557,8
11557,10
11558,2
11558,6
11558,12
11559,6
11560,1
11560,6
11560,12
11560,17
11564,2
11565,2
11565,4
11609,2
11609,6
11609,9
11610,2
11610,6
11610,13
11611,6
11611,10
11611,11
11612,2
11612,6
11612,17
11613,4
11613,17
11614,6
11614,10
11615,6
11615,11
11615,18
11616,6
11616,13
11617,2
11617,9
11617,11
11618,6
11619,6
11619,13
11620,6
11620,12
11620,13
11621,2
11621,5
11621,6
11621,13
11622,6
11623,6
11623,9
11623,10
11624,2
11624,6
11624,9
11625,2
11625,4
11626,1
11626,6
11626,13
11628,6
11630,6
11631,2
11631,6
11631,13
11634,6
11635,9
11635,11
11696,2
11697,2
11697,6
11697,13
11698,2
11698,6
11699,2
11699,6
11700,2
11700,6
11700,18
11701,6
11702,8
11702,10
11702,16
11703,6
11703,12
11704,10
11704,13
11704,16
11705,6
11705,11
11706,6
11709,8
11709,14
11739,2
11739,6
11739,13
11740,6
11740,12
11741,6
11742,2
11742,6
11743,2
11743,6
11744,6
11745,6
11745,7
11746,2
11747,3
11749,10
11749,14
11752,9
11752,11
11752,17
11768,6
11768,8
11768,16
11769,3
11770,8
11770,16
11771,6
11772,6
11772,10
11772,11
11773,6
11773,10
11773,11
11774,6
11774,10
11774,11
11774,16
11775,5
11775,6
11775,9
11775,11
11799,8
11799,10
11800,1
11800,4
11801,1
11801,2
11801,4
11801,16
11802,6
11802,8
11802,10
11804,6
11804,10
11805,6
11805,8
11805,10
11806,10
11806,11
11807,3
11809,6
11809,10
11847,6
11847,18
11848,2
11848,13
11849,2
11850,6
11850,13
11851,13
11852,6
11882,8
11882,10
11882,16
11883,1
11883,2
11883,4
11883,13
11883,17
11884,6
11884,18
11885,6
11885,13
11886,6
11886,15
11887,1
11887,2
11887,6
11887,12
11888,2
11888,6
11888,11
11889,2
11889,13
11890,6
11890,9
11890,10
11891,3
11893,6
11942,2
11942,6
11942,13
11943,2
11945,6
11945,7
11947,1
11947,2
11948,2
11948,6
11998,2
11998,4
11998,14
11998,17
11999,6
11999,13
12000,6
12000,9
12000,16
12000,17
12001,2
12002,6
12002,13
12003,6
12004,1
12004,5
12004,6
12004,9
12004,15
12005,3
12037,2
12037,10
12037,11
12057,6
12057,11
12058,4
12058,6
12058,15
12059,6
12094,6
12094,10
12095,3
12096,6
12097,3
12126,3
12127,8
12127,10
12128,6
12128,14
12129,7
12129,12
12129,17
12146,2
12146,13
12147,8
12147,10
12147,11
12148,8
12148,10
12148,16
12149,5
12149,6
12149,8
12149,10
12150,6
12151,6
12151,15
12153,2
12153,6
12154,6
12186,6
12187,6
12187,13
12188,2
12188,9
12188,10
12189,2
12189,6
12189,13
12190,2
12191,6
12192,1
12192,2
12193,6
12194,2
12196,6
12241,5
12241,8
12241,14
12242,6
12242,13
12243,6
12244,6
12245,3
12248,6
12298,6
12298,10
12361,1
12361,5
12361,9
12361,17
12362,1
12362,9
12362,17
12363,5
12363,8
12364,8
12364,11
12364,16
12365,3
12366,3
12367,6
12368,1
12369,3
12369,7
12370,3
12405,1
12405,2
12405,4
12406,6
12406,9
12406,10
12407,2
12407,6
12408,6
12432,5
12432,6
12432,8
12433,1
12433,12
12434,6
12440,2
12440,13
12477,6
12478,5
12478,9
12478,12
12479,2
12480,3
12481,8
