film,genre
1210,6
1213,3
1219,12
1219,3
1219,1
1225,6
1226,1
1231,6
1232,6
1234,2
1234,6
1234,7
1235,12
1236,6
1237,4
1239,6
1240,3
1243,3
1248,12
1250,6
1251,7
1252,3
1252,2
1252,1
1256,1
1258,4
1259,3
1260,4
1264,3
1267,4
1269,4
1271,3
1276,3
1277,1
1278,2
1278,3
1286,6
1290,4
1290,1
1291,2
1291,6
1299,1
1306,3
1308,3
1311,1
1314,1
1315,6
1315,3
1318,6
1320,6
1323,4
1323,7
1324,43
1324,10
1326,6
1327,10
1328,6
1329,3
1330,6
1331,6
1333,9
1336,16
1336,6
1346,14
1348,6
1349,1
1351,13
1352,3
1357,6
1360,7
1360,8
1363,3
1366,1
1367,6
1367,1
1368,6
1369,7
1369,6
1370,3
1370,1
1371,3
1372,10
1372,3
1373,1
1373,3
1373,4
1376,6
1377,8
1377,3
1379,4
1380,6
1383,7
1383,3
1386,12
1386,40
1387,2
1387,15
1387,6
1390,2
1390,3
1394,3
1395,6
1396,6
1398,6
1399,6
1403,6
1405,3
1408,6
1411,6
1413,36
1414,1
1418,4
1419,15
1419,12
1423,6
1425,6
1426,7
1430,6
1432,10
1432,13
1433,7
1434,4
1435,6
1436,6
1438,6
1443,4
1443,3
1446,1
1446,3
1447,3
1448,6
1449,6
1451,6
1451,36
1452,1
1454,3
1455,4
1456,6
1460,1
1464,6
1465,3
1465,12
1466,6
1473,40
1473,3
1476,1
1478,1
1479,4
1483,6
1485,3
1487,3
1488,6
1490,3
1491,1
1492,6
1499,1
1500,3
1500,2
1503,1
1506,6
1508,3
1511,3
1513,1
1516,36
1516,43
1516,6
1518,3
1530,15
1532,6
1535,6
1536,12
1536,1
1537,1
1537,2
1540,6
1543,6
1544,1
1546,10
1548,1
1549,36
1556,7
1559,10
1560,1
1564,3
1566,3
1567,6
1574,1
1576,6
1577,6
1580,6
1583,6
1584,3
1585,6
1587,6
1588,7
1589,8
1589,3
1590,8
1590,3
1591,3
1592,6
1594,3
1596,4
1603,6
1607,6
1608,40
1608,6
1610,9
1611,2
1611,3
1612,6
1614,7
1616,4
1620,43
1623,6
1624,1
1625,12
1625,10
1625,13
1627,7
1628,1
1629,7
1630,6
1632,6
1633,6
1634,7
1639,1
1643,6
1644,6
1644,43
1645,3
1645,8
1648,6
1649,36
1651,6
1653,6
1656,36
1656,6
1658,3
1659,6
1660,3
1663,3
1665,3
1668,6
1670,6
1672,6
1675,6
1676,6
1678,6
1679,3
1679,1
1680,4
1686,6
1690,6
1692,7
1696,6
1698,1
1704,6
1710,3
1711,6
1712,6
1713,6
1717,1
1719,5
1726,6
1729,6
1730,6
1731,3
1733,6
1734,9
1734,7
1738,36
1744,40
1745,3
1745,7
1746,6
1749,1
1750,3
1751,3
1753,6
1754,36
1754,40
1754,8
1754,3
1755,2
1755,36
1755,9
1755,40
1756,6
1757,1
1757,3
1758,6
1759,6
1760,6
1764,1
1765,3
1767,6
1768,7
1769,6
1769,2
1770,7
1771,6
1772,6
1773,8
1774,6
1775,7
1776,6
1777,1
1777,9
1778,6
1779,6
1780,6
1783,6
1789,6
1790,6
1793,3
1795,6
1796,6
1803,6
1808,4
1815,4
1817,6
1818,6
1823,6
1825,6
1825,7
1827,8
1830,1
1830,16
1831,6
1832,6
1833,6
1843,5
1851,6
1852,6
1853,6
1857,6
1860,6
1866,7
1873,7
1873,6
1875,6
1876,6
1878,6
1879,1
1884,6
1885,6
1886,6
1887,6
1888,6
1889,6
1890,6
1891,3
1892,1
1894,6
1896,6
1897,6
1898,4
1899,6
1900,6
1906,3
1907,3
1908,6
1910,7
1911,6
1913,6
1916,3
1917,6
1919,3
1924,6
1926,4
1927,1
1927,7
1928,1
1928,36
1929,6
1929,7
1932,13
1932,3
1934,1
1935,1
1935,9
1935,2
1935,3
1939,1
1939,7
1940,3
1943,3
1945,3
1947,8
1948,6
1949,6
1950,3
1952,3
1952,1
1954,2
1954,1
1955,6
1956,6
1957,2
1957,3
1957,13
1958,3
1963,3
1965,6
1966,6
1967,2
1967,4
1967,11
1967,15
1967,1
1967,13
1968,15
1968,2
1968,1
1970,1
1971,4
1972,6
1973,6
1975,6
1976,7
1977,1
1978,3
1979,6
1980,3
1983,3
1983,2
1984,4
1984,9
1986,10
1987,5
1987,4
1988,2
1988,6
1991,1
1991,8
1992,13
1992,12
1993,4
1994,6
1997,1
1998,3
1999,6
2000,4
2000,11
2000,3
2004,10
2006,11
2006,5
2007,10
2008,1
2010,3
2011,9
2011,7
2011,2
2014,1
2014,12
2014,63
2014,68
2014,69
2014,26
2014,20
2015,8
2015,3
2015,10
2015,1
2015,15
2016,3
2016,8
2016,37
2016,70
2016,39
2016,49
2016,44
2016,71
2016,20
2017,9
2017,1
2018,5
2018,11
2019,12
2020,3
2023,3
2024,7
2024,3
2024,15
2026,3
2029,9
2029,1
2029,3
2029,37
2029,72
2029,45
2029,44
2029,73
2029,39
2029,47
2029,20
2030,3
2031,1
2031,3
2031,6
2032,5
2033,4
2034,6
2035,3
2035,1
2036,10
2036,4
2037,12
2037,3
2037,13
2038,1
2038,3
2039,8
2039,3
2040,9
2043,6
2045,2
2045,3
2046,2
2046,14
2047,16
2048,3
2049,7
2051,3
2054,36
2054,43
2054,3
2054,2
2054,74
2054,75
2054,76
2054,77
2054,78
2054,20
2055,3
2055,36
2055,43
2055,10
2055,2
2055,74
2055,79
2055,77
2055,20
2056,12
2057,36
2057,6
2058,3
2058,2
2059,16
2060,10
2060,8
2060,3
2063,3
2063,36
2063,43
2063,14
2065,3
2065,9
2067,6
2068,3
2068,13
2069,3
2070,6
2071,3
2071,13
2075,1
2075,10
2076,5
2077,3
2078,5
2078,6
2080,3
2083,3
2085,3
2085,2
2089,1
2089,24
2089,28
2089,26
2089,20
2090,1
2090,7
2091,3
2094,3
2094,1
2095,1
2095,3
2096,3
2097,8
2097,1
2097,10
2098,1
2099,3
2100,3
2104,6
2106,1
2107,6
2108,10
2109,3
2112,6
2113,16
2113,5
2113,12
2113,66
2113,67
2113,80
2113,81
2113,82
2113,53
2113,20
2114,3
2114,8
2114,83
2114,84
2114,60
2114,85
2114,25
2114,20
2115,3
2115,16
2115,12
2116,8
2117,3
2117,9
2118,12
2118,10
2119,3
2120,6
2124,3
2125,3
2125,8
2126,3
2127,7
2127,6
2128,4
2129,8
2129,9
2129,3
2133,10
2133,13
2133,3
2134,1
2134,5
2135,6
2136,10
2136,4
2138,13
2138,8
2138,3
2139,8
2140,3
2145,6
2146,7
2147,6
2148,3
2148,2
2149,16
2149,2
2150,3
2151,1
2151,3
2152,8
2153,3
2153,86
2153,65
2153,87
2153,35
2153,52
2153,49
2153,20
2155,8
2156,1
2156,13
2157,3
2158,13
2158,3
2158,2
2160,2
2160,3
2163,3
2164,8
2164,3
2165,15
2165,9
2165,1
2167,1
2168,6
2168,7
2169,6
2170,11
2170,12
2170,3
2170,13
2171,6
2172,10
2172,12
2172,3
2172,43
2173,3
2174,8
2174,1
2175,16
2175,1
2176,12
2176,11
2176,2
2176,3
2177,8
2177,1
2179,1
2179,3
2180,3
2183,7
2184,3
2185,10
2186,1
2186,3
2186,8
2186,37
2186,44
2186,45
2186,46
2186,38
2186,88
2186,20
2187,6
2187,13
2188,1
2188,3
2189,6
2190,6
2192,6
2196,4
2197,6
2199,3
2199,10
2200,13
2200,10
2203,6
2203,2
2204,6
2205,3
2206,3
2208,13
2208,12
2208,5
2208,3
2208,30
2208,29
2208,24
2208,54
2208,22
2208,31
2208,89
2208,32
2208,65
2208,20
2209,3
2209,37
2209,44
2209,45
2209,46
2209,39
2209,38
2209,20
2210,3
2210,1
2210,8
2210,90
2210,72
2210,91
2210,42
2210,88
2210,92
2210,47
2210,20
2211,3
2211,1
2211,90
2211,30
2211,93
2211,47
2211,39
2211,88
2211,44
2211,20
2212,10
2212,5
2212,1
2212,29
2212,24
2212,72
2212,18
2212,31
2212,42
2212,28
2212,34
2212,20
2213,3
2213,1
2213,90
2213,88
2213,91
2213,94
2213,20
2214,1
2214,13
2214,8
2215,3
2216,1
2217,3
2217,48
2217,95
2217,20
2218,8
2218,3
2218,37
2218,44
2218,71
2218,20
2219,3
2219,13
2219,12
2220,10
2220,12
2220,13
2220,1
2220,63
2220,68
2220,20
2223,1
2224,5
2225,16
2225,10
2226,3
2227,3
2228,15
2228,5
2229,4
2230,6
2233,5
2234,5
2234,40
2234,4
2235,3
2235,72
2235,96
2235,47
2235,97
2235,98
2235,45
2235,20
2236,12
2236,3
2236,5
2236,29
2236,30
2236,33
2236,35
2236,32
2236,34
2236,31
2236,20
2237,3
2237,8
2237,11
2237,37
2237,70
2237,49
2237,71
2237,99
2237,100
2237,20
2238,9
2238,2
2238,10
2239,8
2239,3
2239,37
2239,44
2239,39
2239,45
2239,46
2239,70
2239,20
2240,6
2240,36
2240,74
2240,101
2240,93
2240,20
2243,3
2243,12
2244,40
2244,15
2244,10
2245,6
2246,12
2247,3
2247,1
2248,7
2248,8
2248,1
2251,6
2251,2
2253,3
2256,43
2256,3
2258,1
2259,4
2259,1
2259,15
2259,9
2259,102
2259,103
2259,73
2259,104
2259,84
2259,20
2260,5
2260,12
2260,10
2260,54
2260,64
2260,89
2260,105
2260,32
2260,53
2260,20
2263,3
2263,2
2264,6
2265,13
2265,1
2265,24
2265,26
2265,27
2265,91
2265,28
2265,25
2265,20
2266,3
2266,13
2266,72
2266,30
2266,23
2266,22
2266,32
2266,89
2266,20
2267,8
2267,1
2268,8
2268,3
2268,1
2268,90
2268,24
2268,91
2268,26
2268,92
2268,70
2268,28
2268,20
2269,5
2269,11
2269,8
2269,3
2269,37
2269,93
2269,39
2269,47
2269,65
2269,23
2269,20
2270,8
2270,3
2271,3
2271,36
2271,8
2271,2
2272,12
2272,15
2272,10
2273,3
2274,6
2275,7
2276,1
2277,16
2277,8
2277,1
2277,90
2277,91
2277,92
2277,88
2277,70
2277,26
2277,20
2278,6
2278,3
2278,106
2278,107
2278,20
2279,6
2279,1
2280,7
2280,3
2280,83
2280,95
2280,84
2280,71
2280,70
2280,108
2280,20
2283,5
2284,3
2284,13
2284,7
2285,16
2285,1
2286,7
2286,6
2287,1
2287,11
2287,5
2288,6
2288,7
2289,6
2290,8
2290,3
2291,6
2292,7
2292,6
2293,1
2294,15
2294,10
2296,14
2296,10
2298,4
2298,40
2298,3
2298,9
2298,8
2298,1
2298,11
2298,15
2299,8
2299,3
2299,37
2299,93
2299,44
2299,45
2299,70
2299,46
2299,20
2300,12
2300,9
2300,10
2303,3
2304,1
2305,3
2306,16
2306,1
2307,3
2307,1
2308,1
2308,4
2309,2
2309,3
2311,1
2311,8
2312,3
2313,10
2313,3
2314,3
2315,1
2316,13
2316,1
2316,5
2317,7
2318,3
2318,12
2319,12
2323,12
2324,3
2325,6
2325,37
2325,50
2325,20
2328,1
2328,3
2329,15
2329,2
2330,12
2330,13
2330,10
2331,3
2331,13
2332,1
2333,8
2334,3
2335,6
2338,8
2338,1
2338,3
2339,8
2339,1
2339,90
2339,88
2339,92
2339,91
2339,71
2339,94
2339,20
2340,12
2340,10
2340,1
2340,17
2340,109
2340,61
2340,20
2343,1
2343,14
2343,3
2343,10
2343,110
2343,111
2343,112
2343,20
2344,12
2346,8
2346,1
2349,12
2349,13
2349,11
2350,12
2350,10
2353,3
2355,4
2356,8
2356,3
2356,63
2356,99
2356,20
2357,1
2357,15
2357,9
2357,24
2357,72
2357,42
2357,103
2357,28
2357,88
2357,26
2357,20
2358,3
2358,8
2358,83
2358,99
2358,84
2358,71
2358,20
2359,3
2360,3
2360,2
2363,3
2363,8
2364,13
2365,1
2366,12
2366,2
2367,8
2370,7
2370,6
2371,6
2372,3
2373,6
2374,3
2375,4
2375,13
2375,1
2375,3
2376,2
2376,13
2376,16
2376,10
2377,6
2378,3
2378,5
2378,40
2379,1
2380,6
2383,8
2384,6
2387,6
2388,6
2388,7
2388,3
2389,8
2389,10
2390,3
2392,8
2392,1
2392,3
2392,24
2392,93
2392,47
2392,92
2392,91
2392,42
2392,20
2393,6
2394,8
2394,3
2394,2
2394,83
2394,108
2394,20
2395,5
2395,2
2395,29
2395,31
2395,32
2395,34
2395,57
2395,33
2395,20
2396,1
2398,40
2398,4
2398,1
2398,9
2400,3
2405,5
2408,3
2408,13
2412,4
2413,13
2413,3
2415,6
2416,13
2416,11
2416,2
2416,12
2417,5
2419,6
2420,3
2420,2
2423,8
2426,6
2427,6
2428,3
2428,40
2429,3
2431,10
2431,3
2431,2
2432,1
2432,4
2433,3
2433,9
2436,40
2436,4
2437,9
2437,6
2438,7
2438,6
2439,13
2439,10
2444,3
2444,1
2451,7
2452,6
2452,43
2454,6
2455,6
2456,6
2456,11
2456,3
2457,8
2457,3
2458,5
2458,16
2458,1
2459,6
2460,6
2463,3
2464,1
2464,15
2464,16
2465,3
2465,1
2466,12
2466,3
2467,6
2469,6
2470,2
2470,3
2474,3
2475,6
2476,13
2479,11
2479,5
2479,29
2479,54
2479,24
2479,31
2479,32
2479,62
2479,55
2479,33
2479,20
2480,12
2480,3
2480,8
2480,15
2480,48
2480,65
2480,49
2480,113
2480,20
2483,10
2483,12
2484,1
2484,40
2484,9
2485,3
2486,3
2486,36
2487,1
2488,12
2488,3
2489,13
2489,3
2491,3
2492,6
2492,36
2492,15
2493,3
2494,7
2494,6
2495,3
2495,1
2496,8
2496,12
2496,10
2496,1
2496,24
2496,90
2496,28
2496,26
2496,91
2496,27
2496,88
2496,20
2497,15
2497,1
2497,4
2498,12
2498,10
2498,3
2498,8
2499,12
2499,3
2499,11
2500,1
2500,8
2500,3
2503,6
2504,3
2506,6
2507,6
2508,10
2508,3
2511,7
2511,6
2512,6
2513,6
2514,6
2515,6
2516,6
2517,6
2518,6
2519,3
2519,9
2519,2
2523,4
2524,4
2524,1
2526,13
2527,3
2530,2
2530,3
2532,11
2532,5
2533,4
2533,1
2534,6
2534,7
2535,12
2538,8
2539,2
2539,1
2539,3
2539,8
2540,7
2542,6
2543,6
2544,1
2544,3
2545,1
2546,2
2546,13
2547,1
2550,6
2553,12
2554,8
2554,3
2555,3
2555,12
2555,54
2555,65
2555,70
2555,55
2555,100
2555,49
2555,20
2556,6
2556,36
2557,3
2557,1
2558,12
2559,6
2562,6
2563,1
2564,3
2564,43
2566,5
2569,12
2570,8
2570,3
2572,1
2574,1
2575,6
2576,3
2576,48
2576,47
2576,39
2576,97
2576,49
2576,51
2576,20
2577,43
2577,3
2578,3
2578,7
2579,5
2579,1
2580,1
2582,6
2583,4
2583,1
2583,9
2584,1
2586,6
2587,3
2587,1
2588,6
2589,1
2590,36
2590,6
2592,7
2593,7
2594,6
2596,4
2597,40
2597,5
2597,11
2597,29
2597,33
2597,34
2597,31
2597,32
2597,65
2597,20
2598,4
2598,1
2598,9
